"PRODUCT","DRAW NUMBER","DRAW DATE","BONUS MULTIPLIER","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4","NUMBER DRAWN 5","NUMBER DRAWN 6","NUMBER DRAWN 7","NUMBER DRAWN 8","NUMBER DRAWN 9","NUMBER DRAWN 10","NUMBER DRAWN 11","NUMBER DRAWN 12","NUMBER DRAWN 13","NUMBER DRAWN 14","NUMBER DRAWN 15","NUMBER DRAWN 16","NUMBER DRAWN 17","NUMBER DRAWN 18","NUMBER DRAWN 19","NUMBER DRAWN 20"
"KENO",2243545,="02/02/2018 5:22:00",1.5,15,16,18,20,22,23,33,36,42,44,47,48,50,56,62,64,67,68,69,70
"KENO",2243546,="02/02/2018 5:25:30",1.5,2,8,11,12,16,21,28,32,36,37,38,39,42,45,56,60,66,75,76,79
"KENO",2243547,="02/02/2018 5:29:00",2.0,1,2,6,10,11,15,17,18,19,24,25,35,46,49,50,52,61,65,70,73
"KENO",2243548,="02/02/2018 5:32:30",2.0,1,2,10,14,21,22,26,32,39,44,47,50,51,58,60,62,71,72,77,79
"KENO",2243549,="02/02/2018 5:36:00",1.5,2,6,10,16,17,20,37,39,40,42,45,47,48,52,54,57,58,63,67,79
"KENO",2243550,="02/02/2018 5:39:30",1.5,2,3,6,13,15,21,27,29,30,31,38,39,41,45,53,59,64,65,68,79
"KENO",2243551,="02/02/2018 5:43:00",1.5,2,3,10,26,32,36,38,39,40,44,45,57,59,66,71,74,75,77,79,80
"KENO",2243552,="02/02/2018 5:46:30",1.5,1,5,12,15,16,24,26,28,34,37,42,57,61,62,63,67,68,70,75,80
"KENO",2243553,="02/02/2018 5:50:00",2.0,3,4,13,15,18,20,25,32,34,37,44,46,49,54,55,59,67,68,69,74
"KENO",2243554,="02/02/2018 5:53:30",2.0,11,14,15,18,20,21,22,29,31,32,37,52,59,65,66,68,71,74,75,78
"KENO",2243555,="02/02/2018 5:57:00",1.5,1,3,4,7,13,14,20,21,22,27,29,31,38,39,46,47,48,66,70,77
"KENO",2243556,="02/02/2018 6:00:30",2.0,2,4,9,12,13,22,26,27,30,31,45,47,61,62,68,69,70,71,72,75
"KENO",2243557,="02/02/2018 6:04:00",1.5,4,5,12,14,18,19,21,29,35,40,41,44,48,50,56,60,62,71,79,80
